sample_id,filepath,filename,umap_x,umap_y,tags,width,height,size_bytes
6966b6908eb0faa3a1f12a7b,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0460.JPG,DJI_0460.JPG,8.413862228393555,4.167708396911621,"close-up,crop-inspection",5472,3648,10147614
6966b6908eb0faa3a1f12a7c,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0461.JPG,DJI_0461.JPG,8.515076637268066,3.9118363857269287,"close-up,crop-inspection",5472,3648,9901895
6966b6908eb0faa3a1f12a7d,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0462.JPG,DJI_0462.JPG,8.58989429473877,4.425410747528076,"close-up,crop-inspection",5472,3648,10883860
6966b6908eb0faa3a1f12a7e,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0463.JPG,DJI_0463.JPG,8.972613334655762,3.963949680328369,"close-up,crop-inspection",5472,3648,10241660
6966b6908eb0faa3a1f12a7f,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0464.JPG,DJI_0464.JPG,10.38784122467041,3.831589460372925,"close-up,crop-inspection",5472,3648,10690461
6966b6908eb0faa3a1f12a80,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0465.JPG,DJI_0465.JPG,10.680802345275879,3.785059690475464,"close-up,crop-inspection",5472,3648,10969077
6966b6908eb0faa3a1f12a81,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0466.JPG,DJI_0466.JPG,10.526094436645508,4.095888137817383,"close-up,crop-inspection",5472,3648,10986880
6966b6908eb0faa3a1f12a82,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0467.JPG,DJI_0467.JPG,10.425422668457031,4.260420322418213,"close-up,crop-inspection",5472,3648,11030307
6966b6908eb0faa3a1f12a83,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0468.JPG,DJI_0468.JPG,8.199261665344238,2.7064645290374756,"close-up,crop-inspection",5472,3648,11068941
6966b6908eb0faa3a1f12a84,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0469.JPG,DJI_0469.JPG,9.873477935791016,-0.15364514291286469,"overview,high-altitude",5472,3648,12005440
6966b6908eb0faa3a1f12a85,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0470.JPG,DJI_0470.JPG,10.021482467651367,1.981876254081726,"close-up,crop-inspection",5472,3648,12372980
6966b6908eb0faa3a1f12a86,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0471.JPG,DJI_0471.JPG,9.607941627502441,0.34539055824279785,"close-up,crop-inspection",5472,3648,12475063
6966b6908eb0faa3a1f12a87,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0472.JPG,DJI_0472.JPG,9.8025484085083,1.2118817567825317,"close-up,crop-inspection",5472,3648,12417156
6966b6908eb0faa3a1f12a88,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0473.JPG,DJI_0473.JPG,9.808563232421875,2.7243854999542236,"close-up,crop-inspection",5472,3648,12359980
6966b6908eb0faa3a1f12a89,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0474.JPG,DJI_0474.JPG,9.487163543701172,0.21092072129249573,"close-up,crop-inspection",5472,3648,12503783
6966b6908eb0faa3a1f12a8a,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0475.JPG,DJI_0475.JPG,10.304973602294922,0.30303534865379333,"close-up,crop-inspection",5472,3648,12565945
6966b6908eb0faa3a1f12a8b,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0476.JPG,DJI_0476.JPG,10.818231582641602,0.3750276565551758,"close-up,crop-inspection",5472,3648,12758472
6966b6908eb0faa3a1f12a8c,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0477.JPG,DJI_0477.JPG,10.67883014678955,0.4458291828632355,"close-up,crop-inspection",5472,3648,12547377
6966b6908eb0faa3a1f12a8d,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0478.JPG,DJI_0478.JPG,8.662928581237793,4.144806861877441,"close-up,crop-inspection",5472,3648,12345781
6966b6908eb0faa3a1f12a8e,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0479.JPG,DJI_0479.JPG,9.807107925415039,1.7257425785064697,"close-up,crop-inspection",5472,3648,12339913
6966b6908eb0faa3a1f12a8f,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0480.JPG,DJI_0480.JPG,9.408653259277344,3.489637613296509,"close-up,crop-inspection",5472,3648,12460559
6966b6908eb0faa3a1f12a90,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0481.JPG,DJI_0481.JPG,9.073235511779785,4.3774824142456055,"close-up,crop-inspection",5472,3648,12589670
6966b6908eb0faa3a1f12a91,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0482.JPG,DJI_0482.JPG,9.148200988769531,2.1385693550109863,"close-up,crop-inspection",5472,3648,12176309
6966b6908eb0faa3a1f12a92,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo1_ene_2026/Santa Ines/Dron/DJI_0483.JPG,DJI_0483.JPG,10.585304260253906,2.9523468017578125,"close-up,crop-inspection",5472,3648,11758681
